source,major_category,subcategory,interface,interface_name,enabled,total_count,pending_count,partial_count,error_count,supports_backfill,backfill_mode,input_params,input_param_details,analysis_date_params,analysis_basis,analysis_doc_id,analysis_doc_url,runtime_supports_backfill,runtime_backfill_mode,runtime_backfill_logic,latest_problem_date,latest_problem_status,latest_error,failure_reason,slow_reason,backfill_logic,iface_type
tushare,股票数据,基础数据,stk_holdertrade,董监高持股,1,322,0,0,0,True,range,"ts_code, ann_date, start_date, end_date, trade_type, holder_type",ts_code(TS股票代码)；ann_date(公告日期)；start_date(公告开始日期)；end_date(公告结束日期)；trade_type(交易类型IN增持DE减持)；holder_type(股东类型C公司P个人G高管),"ann_date, start_date, end_date",tushare_docs,175,https://tushare.pro/document/2?doc_id=175,True,range,"官网输入参数含 start_date/end_date；参数=ann_date, start_date, end_date；按区间回补",2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, ann_date, start_date, end_date, trade_type, holder_type；按区间回补",TushareCatalogInterface
tushare,股票数据,行情数据,stk_limit,每日涨跌停价格,1,322,0,0,0,True,range,"ts_code, trade_date, start_date, end_date",ts_code(股票代码)；trade_date(交易日期)；start_date(开始日期)；end_date(结束日期),"trade_date, start_date, end_date",tushare_docs,183,https://tushare.pro/document/2?doc_id=183,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,基础数据,stk_managers,上市公司管理层,1,322,0,0,262,True,range,"ts_code, ann_date, start_date, end_date",ts_code(股票代码，支持单个或多个股票输入)；ann_date(公告日期（YYYYMMDD格式，下同）)；start_date(公告开始日期)；end_date(公告结束日期),"ann_date, start_date, end_date",tushare_docs,193,https://tushare.pro/document/2?doc_id=193,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, ann_date, start_date, end_date；按区间回补",2026-01-29,error,"Failed entities: 000001.SZ, 000002.SZ, 000004.SZ, 000006.SZ, 000007.SZ","Failed entities: 000001.SZ, 000002.SZ, 000004.SZ, 000006.SZ, 000007.SZ",按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, ann_date, start_date, end_date；按区间回补",TusharePerSymbolDateCatalogInterface
tushare,股票数据,行情数据,stk_mins,股票实时分钟,0,0,0,0,0,True,range,"ts_code, freq, start_date, end_date",ts_code(股票代码，e.g. 600000.SH)；freq(分钟频度（1min/5min/15min/30min/60min）)；start_date(开始日期 格式：2023-08-25 09:00:00)；end_date(结束时间 格式：2023-08-25 19:00:00),"start_date, end_date",tushare_docs,370,https://tushare.pro/document/2?doc_id=370,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,,,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, freq, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,特色数据,stk_nineturn,神奇九转指标,0,0,0,0,0,True,range,"ts_code, trade_date, freq, start_date, end_date",ts_code(股票代码)；trade_date(交易日期 （格式：YYYY-MM-DD HH:MM:SS))；freq(频率(日daily))；start_date(开始时间)；end_date(结束时间),"trade_date, start_date, end_date",tushare_docs,364,https://tushare.pro/document/2?doc_id=364,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, freq, start_date, end_date；按区间回补",,,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, freq, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,基础数据,stk_premarket,每日股本（盘前）,1,322,0,316,0,True,range,"ts_code, trade_date, start_date, end_date",ts_code(股票代码)；trade_date(交易日期(YYYYMMDD格式，下同))；start_date(开始日期)；end_date(结束日期),"trade_date, start_date, end_date",tushare_docs,329,https://tushare.pro/document/2?doc_id=329,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",2026-04-30,partial,Permission or parameter error — interface unavailable,Permission or parameter error — interface unavailable,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,基础数据,stk_rewards,管理层薪酬和持股,1,322,0,0,0,True,code,"ts_code, end_date",ts_code(TS股票代码，支持单个或多个代码输入)；end_date(报告期),end_date,tushare_docs,194,https://tushare.pro/document/2?doc_id=194,True,date,"官网输入参数含日期字段 end_date；参数=ts_code, end_date；按单日期回补",2026-04-30,success,,,按代码逐个回补/同步；吞吐受标的数量和接口配额影响,"官网输入参数不要求日期字段；参数=ts_code, end_date；按代码维度回补/同步",TusharePerSymbolDateCatalogInterface
tushare,股票数据,参考数据,stk_shock,个股异常波动,0,0,0,0,0,True,range,"ts_code, trade_date, start_date, end_date",ts_code(股票代码（可以通过stock_basic获取）示例:000001.SZ)；trade_date(交易日期（YYYYMMDD格式）示例:20260312)；start_date(开始日期（YYYYMMDD格式）示例:20260312)；end_date(结束日期（YYYYMMDD格式）示例:20260312),"trade_date, start_date, end_date",tushare_docs,451,https://tushare.pro/document/2?doc_id=451,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",,,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,特色数据,stk_surv,机构调研数据,1,322,0,0,0,True,range,"ts_code, trade_date, start_date, end_date",ts_code(股票代码)；trade_date(调研日期)；start_date(调研开始日期)；end_date(调研结束日期),"trade_date, start_date, end_date",tushare_docs,275,https://tushare.pro/document/2?doc_id=275,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,行情数据,stk_week_month_adj,周/月线复权行情(每日更新),1,322,0,316,0,True,range,"ts_code, trade_date, start_date, end_date, freq",ts_code(TS代码)；trade_date(交易日期（格式：YYYYMMDD，每周或每月最后一天的日期）)；start_date(开始交易日期)；end_date(结束交易日期)；freq(频率week周，month月),"trade_date, start_date, end_date",tushare_docs,365,https://tushare.pro/document/2?doc_id=365,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date, freq；按区间回补",2026-04-30,partial,Permission or parameter error — interface unavailable,Permission or parameter error — interface unavailable,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date, freq；按区间回补",TushareCatalogInterface
tushare,股票数据,行情数据,stk_weekly_monthly,周/月线行情(每日更新),1,322,0,316,0,True,range,"ts_code, trade_date, start_date, end_date, freq",ts_code(TS代码)；trade_date(交易日期(格式：YYYYMMDD，每周或每月最后一天的日期）)；start_date(开始交易日期)；end_date(结束交易日期)；freq(频率week周，month月),"trade_date, start_date, end_date",tushare_docs,336,https://tushare.pro/document/2?doc_id=336,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date, freq；按区间回补",2026-04-30,partial,Permission or parameter error — interface unavailable,Permission or parameter error — interface unavailable,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date, freq；按区间回补",TushareCatalogInterface
tushare,股票数据,基础数据,stock_basic,股票基础列表,1,50,0,0,0,True,code,"ts_code, name, market, list_status, exchange, is_hs",ts_code(TS股票代码(格式说明))；name(名称)；market(市场类别 （主板/创业板/科创板/CDR/北交所）)；list_status(上市状态 L上市 D退市 P暂停上市 G 未交易，默认是L)；exchange(交易所 SSE上交所 SZSE深交所 BSE北交所)；is_hs(是否沪深港通标的，N否 H沪股通 S深股通),,tushare_docs,25,https://tushare.pro/document/2?doc_id=25,True,code,"官网输入参数不含日期字段；参数=ts_code, name, market, list_status, exchange, is_hs；按代码维度回补/同步",2026-05-01,success,Skipped historical backfill for latest-only interface,Skipped historical backfill for latest-only interface,按代码逐个回补/同步；吞吐受标的数量和接口配额影响,"官网输入参数不要求日期字段；参数=ts_code, name, market, list_status, exchange, is_hs；按代码维度回补/同步",TushareCatalogInterface
tushare,股票数据,基础数据,stock_company,上市公司信息,1,19,0,0,0,True,code,"ts_code, exchange",ts_code(股票代码)；exchange(交易所代码 ，SSE上交所 SZSE深交所 BSE北交所),,tushare_docs,112,https://tushare.pro/document/2?doc_id=112,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,2026-05-01,success,Skipped historical backfill for latest-only interface,Skipped historical backfill for latest-only interface,按代码逐个回补/同步；吞吐受标的数量和接口配额影响,"官网输入参数不要求日期字段；参数=ts_code, exchange；按代码维度回补/同步",TushareCatalogInterface
tushare,大模型语料,数据标注,stock_corpus,股吧评论,0,0,0,0,0,True,other,,,,runtime_fallback,,,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,,,,,接口不提供标准代码/日期回补轴；通常需要额外条件或一次性同步策略,官网输入参数不提供代码或日期回补轴；参数=未解析到参数；归类为其他回补方式,TushareCatalogInterface
tushare,股票数据,行情数据,stock_daily,A股日线行情,1,320,0,0,0,True,range,"ts_code, trade_date, start_date, end_date",ts_code(股票代码（支持多个股票同时提取，逗号分隔）)；trade_date(交易日期（YYYYMMDD）)；start_date(开始日期(YYYYMMDD))；end_date(结束日期(YYYYMMDD)),"trade_date, start_date, end_date",tushare_docs,27,https://tushare.pro/document/2?doc_id=27,True,date,"官网输入参数含日期字段 trade_date；参数=ts_code, trade_date；按单日期回补",2026-04-30,success,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,基础数据,stock_hsgt,沪深港通股票列表,1,322,0,0,0,True,range,"ts_code, trade_date, type, start_date, end_date",ts_code(股票代码)；trade_date(交易日期（格式：YYYYMMDD）)；type(类型（参考下表）)；start_date(开始时间)；end_date(结束时间),"trade_date, start_date, end_date",tushare_docs,398,https://tushare.pro/document/2?doc_id=398,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, type, start_date, end_date；按区间回补",2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, type, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,行情数据,stock_monthly,月线行情,1,320,0,0,0,True,range,"ts_code, trade_date, start_date, end_date",ts_code(TS代码)；trade_date(交易日期)；start_date(开始日期)；end_date(结束日期),"trade_date, start_date, end_date",tushare_docs,172,https://tushare.pro/document/2?doc_id=172,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",2026-04-29,success,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,基础数据,stock_st,ST股票列表,1,322,0,0,0,True,range,"ts_code, trade_date, start_date, end_date",ts_code(股票代码)；trade_date(交易日期（格式：YYYYMMDD下同）)；start_date(开始时间)；end_date(结束时间),"trade_date, start_date, end_date",tushare_docs,397,https://tushare.pro/document/2?doc_id=397,True,range,"官网输入参数含 start_date/end_date；参数=trade_date, start_date, end_date；按区间回补",2026-04-27,success,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,行情数据,stock_weekly,周线行情,1,320,0,0,0,True,range,"ts_code, trade_date, start_date, end_date","ts_code(TS代码 （ts_code,trade_date两个参数任选一）)；trade_date(交易日期 （每周最后一个交易日期，YYYYMMDD格式）)；start_date(开始日期)；end_date(结束日期)","trade_date, start_date, end_date",tushare_docs,144,https://tushare.pro/document/2?doc_id=144,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",2026-04-29,success,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,行情数据,suspend,停复牌历史,1,320,0,0,0,True,range,"ts_code, trade_date, start_date, end_date, suspend_type","ts_code(股票代码(可输入多值))；trade_date(交易日日期)；start_date(停复牌查询开始日期)；end_date(停复牌查询结束日期)；suspend_type(停复牌类型：S-停牌,R-复牌)","trade_date, start_date, end_date",tushare_docs,214,https://tushare.pro/document/2?doc_id=214,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date, suspend_type；按区间回补",2026-04-16,success,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date, suspend_type；按区间回补",TushareCatalogInterface
tushare,股票数据,行情数据,suspend_d,每日停复牌信息,1,322,0,0,0,True,range,"ts_code, trade_date, start_date, end_date, suspend_type","ts_code(股票代码(可输入多值))；trade_date(交易日日期)；start_date(停复牌查询开始日期)；end_date(停复牌查询结束日期)；suspend_type(停复牌类型：S-停牌,R-复牌)","trade_date, start_date, end_date",tushare_docs,214,https://tushare.pro/document/2?doc_id=214,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date, suspend_type；按区间回补",2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date, suspend_type；按区间回补",TushareCatalogInterface
tushare,指数数据,申万行业指数日行情,sw_daily,申万行业指数日行情,1,322,0,0,0,True,range,"ts_code, trade_date, start_date, end_date",ts_code(行业代码)；trade_date(交易日期)；start_date(开始日期)；end_date(结束日期),"trade_date, start_date, end_date",tushare_docs,327,https://tushare.pro/document/2?doc_id=327,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,指数数据,深圳市场每日交易情况,sz_daily_info,深圳市场每日交易情况,1,322,0,0,0,True,range,"trade_date, ts_code, start_date, end_date",trade_date(交易日期（YYYYMMDD格式，下同）)；ts_code(板块代码)；start_date(开始日期)；end_date(结束日期),"trade_date, start_date, end_date",tushare_docs,268,https://tushare.pro/document/2?doc_id=268,True,range,"官网输入参数含 start_date/end_date；参数=trade_date, ts_code, start_date, end_date；按区间回补",2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=trade_date, ts_code, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,打板专题数据,tdx_daily,通达信板块行情,0,0,0,0,0,True,range,"ts_code, trade_date, start_date, end_date","ts_code(板块代码：xxxxxx.TDX)；trade_date(交易日期，格式YYYYMMDD,下同)；start_date(开始日期)；end_date(结束日期)","trade_date, start_date, end_date",tushare_docs,378,https://tushare.pro/document/2?doc_id=378,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",,,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,打板专题数据,tdx_index,通达信板块信息,0,0,0,0,0,True,date,"ts_code, trade_date, idx_type",ts_code(板块代码：xxxxxx.TDX)；trade_date(交易日期(格式：YYYYMMDD）)；idx_type(板块类型：概念板块、行业板块、风格板块、地区板块),trade_date,tushare_docs,376,https://tushare.pro/document/2?doc_id=376,True,date,"官网输入参数含日期字段 trade_date；参数=ts_code, trade_date, idx_type；按单日期回补",,,,,按日期逐次回补；吞吐受日期跨度和接口配额影响,"官网输入参数含日期字段 trade_date；参数=ts_code, trade_date, idx_type；按单日期回补",TushareCatalogInterface
tushare,股票数据,打板专题数据,tdx_member,通达信板块成分,0,0,0,0,0,True,range,"ts_code, con_code, trade_date, start_date, end_date",ts_code(板块代码：xxxxxx.TDX)；con_code(成分股票代码)；trade_date(交易日期：（YYYYMMDD格式）)；start_date(开始日期：（YYYYMMDD格式）)；end_date(结束日期：（YYYYMMDD格式）),"trade_date, start_date, end_date",tushare_docs,377,https://tushare.pro/document/2?doc_id=377,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,,,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, con_code, trade_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,行业经济,TMT行业,teleplay_record,全国电视剧备案公示数据,1,322,0,0,0,True,range,"report_date, start_date, end_date, org, name",report_date(备案月份（YYYYMM）)；start_date(备案开始月份（YYYYMM）)；end_date(备案结束月份（YYYYMM）)；org(备案机构)；name(电视剧名称),"report_date, start_date, end_date",tushare_docs,180,https://tushare.pro/document/2?doc_id=180,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=report_date, start_date, end_date, org, name；按区间回补",TushareCatalogInterface
tushare,股票数据,打板专题数据,ths_daily,同花顺概念和行业指数行情,1,322,0,0,0,True,range,"ts_code, trade_date, start_date, end_date",ts_code(指数代码)；trade_date(交易日期（YYYYMMDD格式，下同）)；start_date(开始日期)；end_date(结束日期),"trade_date, start_date, end_date",tushare_docs,260,https://tushare.pro/document/2?doc_id=260,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,打板专题数据,ths_hot,同花顺App热榜数,0,0,0,0,0,True,date,"trade_date, ts_code, market, is_new",trade_date(交易日期)；ts_code(TS代码)；market(热榜类型(热股、ETF、可转债、行业板块、概念板块、期货、港股、热基、美股))；is_new(是否最新（默认Y，如果为N则为盘中和盘后阶段采集，具体时间可参考rank_time字段，状态N每小时更新一次，状态Y更新时间为22：30）),trade_date,tushare_docs,320,https://tushare.pro/document/2?doc_id=320,True,date,"官网输入参数含日期字段 trade_date；参数=trade_date, ts_code, market, is_new；按单日期回补",,,,,按日期逐次回补；吞吐受日期跨度和接口配额影响,"官网输入参数含日期字段 trade_date；参数=trade_date, ts_code, market, is_new；按单日期回补",TushareCatalogInterface
tushare,股票数据,打板专题数据,ths_index,同花顺行业概念板块,0,0,0,0,0,True,code,"ts_code, exchange, type",ts_code(指数代码)；exchange(市场类型A-a股 HK-港股 US-美股)；type(指数类型 N-概念指数 I-行业指数 R-地域指数 S-同花顺特色指数 ST-同花顺风格指数 TH-同花顺主题指数 BB-同花顺宽基指数),,tushare_docs,259,https://tushare.pro/document/2?doc_id=259,True,code,"官网输入参数不含日期字段；参数=ts_code, exchange, type；按代码维度回补/同步",,,,,按代码逐个回补/同步；吞吐受标的数量和接口配额影响,"官网输入参数不要求日期字段；参数=ts_code, exchange, type；按代码维度回补/同步",TushareCatalogInterface
tushare,股票数据,打板专题数据,ths_member,同花顺行业概念成分,1,322,0,0,0,True,code,"ts_code, con_code",ts_code(板块指数代码)；con_code(股票代码),,tushare_docs,261,https://tushare.pro/document/2?doc_id=261,True,code,"官网输入参数不含日期字段；参数=ts_code, con_code；按代码维度回补/同步",2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按代码逐个回补/同步；吞吐受标的数量和接口配额影响,"官网输入参数不要求日期字段；参数=ts_code, con_code；按代码维度回补/同步",TushareCatalogInterface
tushare,行业经济,TMT行业,tmt_twincome,台湾电子产业月营收,1,322,0,317,0,True,range,"date, item, symbol, start_date, end_date, source",date(报告期)；item(产品代码)；symbol(公司代码)；start_date(报告期开始日期)；end_date(报告期结束日期)；source(nan),"date, start_date, end_date",tushare_docs,87,https://tushare.pro/document/2?doc_id=87,True,range,"官网输入参数含 start_date/end_date；参数=date, item, symbol, start_date, end_date, source；按区间回补",2026-04-30,partial,Permission or parameter error — interface unavailable,Permission or parameter error — interface unavailable,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=date, item, symbol, start_date, end_date, source；按区间回补",TushareCatalogInterface
tushare,行业经济,TMT行业,tmt_twincomedetail,台湾电子产业月营收明细,1,322,0,317,0,True,range,"date, item, symbol, start_date, end_date, source",date(报告期)；item(产品代码)；symbol(公司代码)；start_date(报告期开始日期)；end_date(报告期结束日期)；source(nan),"date, start_date, end_date",tushare_docs,87,https://tushare.pro/document/2?doc_id=87,True,range,"官网输入参数含 start_date/end_date；参数=date, item, symbol, start_date, end_date, source；按区间回补",2026-04-30,partial,Permission or parameter error — interface unavailable,Permission or parameter error — interface unavailable,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=date, item, symbol, start_date, end_date, source；按区间回补",TushareCatalogInterface
tushare,股票数据,特色数据,top_inst,龙虎榜机构交易明细,1,322,0,298,0,True,date,"trade_date, ts_code",trade_date(交易日期)；ts_code(TS代码),trade_date,tushare_docs,107,https://tushare.pro/document/2?doc_id=107,True,date,官网输入参数含日期字段 trade_date；参数=trade_date；按单日期回补,2026-04-20,partial,"必填参数, trade_date","必填参数, trade_date",按日期逐次回补；吞吐受日期跨度和接口配额影响,"官网输入参数含日期字段 trade_date；参数=trade_date, ts_code；按单日期回补",_OneShotDateCatalogInterface
tushare,股票数据,特色数据,top_list,龙虎榜每日明细,1,322,0,298,0,True,date,"trade_date, ts_code",trade_date(交易日期)；ts_code(股票代码),trade_date,tushare_docs,106,https://tushare.pro/document/2?doc_id=106,True,date,官网输入参数含日期字段 trade_date；参数=trade_date；按单日期回补,2026-04-20,partial,"必填参数, trade_date","必填参数, trade_date",按日期逐次回补；吞吐受日期跨度和接口配额影响,"官网输入参数含日期字段 trade_date；参数=trade_date, ts_code；按单日期回补",_OneShotDateCatalogInterface
tushare,股票数据,参考数据,top10_floatholders,前十大流通股东,1,322,0,0,0,True,range,"ts_code, period, ann_date, start_date, end_date",ts_code(TS代码)；period(报告期（YYYYMMDD格式，一般为每个季度最后一天）)；ann_date(公告日期)；start_date(报告期开始日期)；end_date(报告期结束日期),"ann_date, start_date, end_date",tushare_docs,62,https://tushare.pro/document/2?doc_id=62,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, period, ann_date, start_date, end_date；按区间回补",2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, period, ann_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,参考数据,top10_holders,前十大股东,1,320,0,0,0,True,range,"ts_code, period, ann_date, start_date, end_date",ts_code(TS代码)；period(报告期（YYYYMMDD格式，一般为每个季度最后一天）)；ann_date(公告日期)；start_date(报告期开始日期)；end_date(报告期结束日期),"ann_date, start_date, end_date",tushare_docs,61,https://tushare.pro/document/2?doc_id=61,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, period, ann_date, start_date, end_date；按区间回补",2026-04-24,success,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, period, ann_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,基础数据,trade_cal,交易日历,1,320,0,0,0,True,range,"exchange, start_date, end_date, is_open",exchange(交易所 SHFE 上期所 DCE 大商所 CFFEX中金所 CZCE郑商所 INE上海国际能源交易所)；start_date(开始日期)；end_date(结束日期)；is_open(是否交易 0休市 1交易),"start_date, end_date",tushare_docs,137,https://tushare.pro/document/2?doc_id=137,True,range,"官网输入参数含 start_date/end_date；参数=exchange, start_date, end_date, is_open；按区间回补",2026-04-30,success,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=exchange, start_date, end_date, is_open；按区间回补",TushareCatalogInterface
tushare,美股数据,美股复权因子,us_adjfactor,美股复权因子,0,0,0,0,0,True,range,"ts_code, trade_date, start_date, end_date",ts_code(股票代码)；trade_date(交易日期（格式：YYYYMMDD，下同）)；start_date(开始日期)；end_date(结束日期),"trade_date, start_date, end_date",tushare_docs,402,https://tushare.pro/document/2?doc_id=402,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",,,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,美股数据,美股资产负债表,us_balancesheet,美股资产负债表,0,0,0,0,0,True,range,"ts_code, period, ind_name, report_type, start_date, end_date",ts_code(股票代码)；period(报告期（格式：YYYYMMDD，每个季度最后一天的日期，如20241231))；ind_name(指标名(如：新增借款）)；report_type(报告期类型(Q1一季报Q2半年报Q3三季报Q4年报))；start_date(报告期开始时间（格式：YYYYMMDD）)；end_date(报告结束始时间（格式：YYYYMMDD）),"start_date, end_date",tushare_docs,395,https://tushare.pro/document/2?doc_id=395,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, period, ind_name, report_type, start_date, end_date；按区间回补",,,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, period, ind_name, report_type, start_date, end_date；按区间回补",TushareCatalogInterface
